SessionName,DeviceName,transitions.0.TransistionName,transitions.0.transitionErrors.0.ProximityError,transitions.0.transitionErrors.1,transitions.0.transitionErrors.2,transitions.0.transitionErrors.3,transitions.0.transitionErrors.4
trail_maker_session_09212fee-391e-44a4-a839-07c6c522c5f8,,Star 1-Star 2,true,"{""ProximityError"":true,""PreservativeError"":true,""NumberToLetterError"":false,""LetterToNumberError"":false,""Source"":""Star 1"",""Destination"":""Star 3"",""ErrorTimeStamp"":""07/26/2018 16:47:17""}","{""ProximityError"":true,""PreservativeError"":true,""NumberToLetterError"":false,""LetterToNumberError"":false,""Source"":""Star 1"",""Destination"":""Star 3"",""ErrorTimeStamp"":""07/26/2018 16:47:18""}",,
